time (sec),ch1,ch2,ch3,ch4,ch5,ch6
8.056358085,7.445431407,7.605192623,1.154527593,7.559501073,5.150820506,2.257265278
8.076409644,6.374424772,8.031883084,0.98951527,8.748297923,4.122436244,2.652012183
8.108499753,5.201730599,6.64792586,0.711632317,8.445089143,4.635373575,3.105833797
8.150090867,2.567962897,7.044831884,0.366649389,7.400549747,4.020499333,3.219464037
8.155483782,2.594149394,6.251111609,0.322100332,7.753044679,3.817471278,3.554467025
8.163532679,2.136782854,6.613468346,0.251027572,7.209688421,3.72482489,3.420339134
8.183137432,1.325357716,5.692692084,0.16954131,7.895811651,3.339555539,3.391820144
8.208141984,0.515691002,4.668286581,0.067453585,7.590673017,3.02787114,4.074374562
8.231610171,0.09896148,4.720346226,0.012238761,7.704091884,3.229629857,3.636471323
8.274161205,0.177754265,3.423374338,0.021891397,7.052304136,2.763005212,4.461757992
8.316482119,1.295879189,2.337533986,0.161876777,6.104260522,2.026835946,4.639804096
8.36881532,3.81060551,1.429615385,0.481451717,6.274337805,1.832534282,5.002004027
8.379628652,4.117495167,1.208986411,0.58052887,5.64277238,1.702365771,5.253895989
8.397382847,5.24904542,0.841344459,0.727136016,5.858252628,1.392812071,5.916342186
8.407185872,6.198328742,0.699233984,0.869623058,5.288604043,1.594806918,5.390230545
8.439326235,7.418379714,0.317167936,1.190591618,4.582834308,1.29252902,6.31966939
8.458227817,8.187717129,0.14942482,1.484156699,4.324094367,1.192336676,6.334977001
8.498900317,9.096362664,0.00010682,2.028051992,4.541293855,0.828652607,6.202929332
8.516692318,8.500907159,0.022179896,2.189421846,3.821198975,0.766501366,6.925963097
8.564504541,7.120671362,0.318955147,3.260046605,3.089572329,0.454008425,7.125017626
8.590406611,6.160687608,0.716513366,3.869359412,2.922187145,0.361403061,7.342735413
8.64362016,3.528447931,1.796537547,4.217359407,2.50491855,0.161358292,6.955330771
8.678667611,1.513768912,2.524483055,5.746202307,2.218604084,0.072968121,8.213335659
8.701681887,0.836606645,2.776503998,5.960700035,1.6094486,0.029556441,8.26372625
8.716233104,0.409804648,3.107773431,5.633549172,1.767762628,0.016829492,8.452548519
8.742427455,0.020973599,3.850619937,6.064907067,1.340236675,0.000756814,7.937369192
8.78171468,0.369780137,5.194505755,7.535437925,0.96273869,0.013419628,7.604668815
8.829255804,1.860228822,6.829459879,8.113050748,0.595513395,0.089025318,7.75786707
8.88306471,5.296259023,7.078103146,7.959210846,0.322132821,0.261181559,8.467123856
8.930152287,7.635097865,8.426623001,8.971093558,0.107293871,0.49376671,8.713472326
8.957625372,8.385868964,8.343344227,8.903618104,0.039970371,0.594067329,8.964169504
9.012530127,9.229654859,9.031416087,9.870993359,0.003790886,0.949997608,9.53887166
9.04769024,8.86487454,7.984091575,8.474421346,0.046169785,1.090263554,9.562188001
9.071630568,7.998139832,7.774650396,8.175799132,0.121278627,1.326760434,9.795520867
9.11415256,4.73905523,7.961364802,9.201957269,0.31548941,1.855459656,8.639604292
9.138142965,3.642280568,7.351649697,8.997417821,0.438599507,1.977514655,8.260327118
9.166499394,2.078599045,6.939352062,8.526944569,0.611746914,2.398125119,8.588880195
9.201830425,0.782177926,6.093196063,8.040224137,0.895315408,2.559631039,8.115480189
9.236164919,0.075296703,4.757789303,7.764926249,1.199191395,2.760006891,8.941957304
9.266837911,0.093755392,3.935023397,7.183442381,1.467321766,3.552383514,9.34408586
9.273231688,0.191254752,3.982473216,5.905060971,1.504199484,3.21125562,8.370691951
9.282728211,0.374734608,3.459073492,5.986658773,1.688760207,3.929947421,8.494576456
9.311365074,1.362395716,2.986172815,6.425545031,2.181489468,3.760220711,8.731751158
9.345094868,3.067918813,2.038171403,5.249567223,2.463795874,4.308572195,8.934023826
9.394593862,5.548282229,0.901096038,4.293594031,2.857444722,4.496494213,8.550674506
9.424557643,6.758807169,0.509130885,4.056890284,3.383653752,5.217463753,8.091359288
9.438773711,8.058600173,0.339701587,3.384094411,4.034596984,5.25192065,8.254342329
9.48672664,8.684381144,0.016726208,2.356436964,4.493725151,6.204878411,6.725659356
9.538398069,9.613218528,0.130220561,1.619439052,5.32196217,6.483550808,6.278511275
9.552961412,8.377054895,0.284435946,1.656074831,5.896835917,6.390280502,7.022039273
9.600417244,6.431835012,0.843761605,0.994774434,5.722845635,7.963499236,6.900793217
9.651520006,3.298835101,1.866120392,0.438088888,7.610187212,8.299873437,6.105194023
9.699286885,0.877618985,3.647849617,0.104808823,8.158808065,8.831261472,4.965811303
9.704304102,0.767752194,3.173417039,0.083294492,7.766208216,7.896202204,5.154426538
9.738268062,0.049580876,4.096142186,0.006338375,7.373194879,8.389467285,5.004873838
9.789166428,0.543354389,6.641549364,0.070514992,8.922850725,10.02778896,4.450781931
9.83390867,2.373233065,6.730474976,0.275640012,9.936412337,9.728652145,3.831578099
